median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude
240600.00,2.00,30.00,3165.00,1263.00,3678.00,1141.00,34.09,-118.31
218200.00,1.52,42.00,1951.00,846.00,2500.00,813.00,34.09,-118.31
208800.00,1.68,44.00,2666.00,830.00,2297.00,726.00,34.09,-118.32
212500.00,2.00,30.00,1871.00,766.00,2595.00,819.00,34.09,-118.32
218800.00,1.88,28.00,2173.00,819.00,2548.00,763.00,34.09,-118.32
200000.00,3.70,36.00,654.00,186.00,416.00,138.00,34.09,-118.33
165000.00,1.44,36.00,561.00,180.00,340.00,127.00,34.09,-118.33
220000.00,1.99,40.00,2004.00,687.00,1514.00,542.00,34.09,-118.33
204700.00,2.36,5.00,2665.00,954.00,1733.00,766.00,34.09,-118.34
210000.00,2.20,14.00,3032.00,999.00,1691.00,841.00,34.09,-118.34
346700.00,3.11,50.00,3457.00,854.00,1584.00,841.00,34.08,-118.34
321600.00,3.29,52.00,1731.00,502.00,849.00,466.00,34.09,-118.34
500001.00,10.37,52.00,1430.00,186.00,547.00,178.00,34.08,-118.34
280600.00,2.80,47.00,1800.00,546.00,921.00,478.00,34.09,-118.35
395700.00,3.85,52.00,1003.00,200.00,514.00,204.00,34.08,-118.35
342000.00,3.81,52.00,2088.00,388.00,908.00,375.00,34.08,-118.35
315800.00,2.60,42.00,2210.00,643.00,1228.00,605.00,34.09,-118.35
333900.00,4.58,52.00,1710.00,350.00,727.00,355.00,34.08,-118.35
304800.00,3.28,52.00,1965.00,480.00,794.00,451.00,34.08,-118.36
380400.00,3.13,52.00,1164.00,257.00,575.00,251.00,34.08,-118.32
500001.00,3.51,52.00,1777.00,454.00,671.00,439.00,34.08,-118.33
442900.00,3.24,50.00,2989.00,832.00,1345.00,775.00,34.08,-118.33
254500.00,2.24,30.00,1390.00,457.00,1460.00,423.00,34.08,-118.31
287500.00,1.75,31.00,2275.00,823.00,2189.00,720.00,34.08,-118.31
358100.00,2.42,46.00,2038.00,534.00,1250.00,525.00,34.08,-118.32
220000.00,2.75,23.00,1443.00,521.00,1264.00,450.00,34.08,-118.31
330300.00,3.37,52.00,1137.00,304.00,754.00,297.00,34.08,-118.32
380300.00,4.14,52.00,2370.00,473.00,1053.00,434.00,34.08,-118.32
247500.00,1.88,34.00,2501.00,1047.00,3326.00,970.00,34.08,-118.30
205600.00,2.18,36.00,1276.00,503.00,1502.00,450.00,34.08,-118.30
251100.00,2.90,27.00,1514.00,510.00,1603.00,518.00,34.08,-118.31
227100.00,2.70,26.00,1609.00,534.00,1868.00,497.00,34.08,-118.31
210000.00,1.52,34.00,479.00,182.00,557.00,170.00,34.08,-118.29
212500.00,1.85,23.00,1864.00,937.00,2795.00,858.00,34.08,-118.29
225000.00,1.57,34.00,1562.00,651.00,1774.00,559.00,34.08,-118.30
258300.00,2.38,32.00,2880.00,1063.00,3646.00,1028.00,34.08,-118.30
173900.00,2.40,25.00,2459.00,823.00,2635.00,763.00,34.08,-118.29
137500.00,1.93,38.00,380.00,130.00,445.00,140.00,34.08,-118.29
500001.00,11.62,34.00,2821.00,399.00,843.00,391.00,34.12,-118.37
500001.00,8.51,26.00,3902.00,610.00,1468.00,632.00,34.12,-118.36
500001.00,4.17,33.00,7478.00,1678.00,2701.00,1500.00,34.11,-118.35
500001.00,6.52,35.00,3946.00,695.00,1361.00,620.00,34.11,-118.36
416700.00,7.11,38.00,2601.00,523.00,870.00,474.00,34.11,-118.38
500001.00,8.58,42.00,5518.00,979.00,1863.00,957.00,34.11,-118.37
500001.00,2.56,36.00,2963.00,838.00,1129.00,745.00,34.10,-118.36
500001.00,15.00,37.00,407.00,67.00,100.00,47.00,34.10,-118.37
500001.00,9.31,39.00,3798.00,586.00,975.00,525.00,34.10,-118.38
500001.00,8.94,30.00,6310.00,957.00,1776.00,880.00,34.10,-118.39
500001.00,4.32,41.00,730.00,126.00,230.00,125.00,34.09,-118.39
355300.00,2.96,38.00,2158.00,582.00,1061.00,577.00,34.09,-118.36
367100.00,1.99,40.00,3110.00,764.00,1557.00,763.00,34.08,-118.36
374100.00,3.98,52.00,2946.00,695.00,1258.00,650.00,34.08,-118.37
300000.00,3.21,22.00,3008.00,938.00,1224.00,816.00,34.08,-118.37
500001.00,2.89,31.00,2697.00,706.00,1059.00,689.00,34.09,-118.37
397900.00,3.39,45.00,2195.00,483.00,1265.00,455.00,34.08,-118.36
393600.00,5.75,52.00,1466.00,254.00,600.00,253.00,34.08,-118.37
423700.00,6.03,52.00,1234.00,223.00,543.00,213.00,34.08,-118.37
318600.00,3.66,48.00,2566.00,571.00,1421.00,563.00,34.10,-118.26
350000.00,4.07,52.00,1310.00,263.00,689.00,208.00,34.10,-118.26
421600.00,6.45,51.00,3149.00,519.00,1082.00,510.00,34.10,-118.27
412700.00,5.78,41.00,3729.00,740.00,1364.00,707.00,34.10,-118.27
306800.00,2.98,41.00,4138.00,1130.00,1859.00,1030.00,34.11,-118.27
352100.00,4.20,46.00,1156.00,203.00,514.00,213.00,34.11,-118.28
397500.00,5.41,52.00,2036.00,348.00,775.00,332.00,34.11,-118.28
360500.00,4.58,52.00,1803.00,437.00,787.00,388.00,34.11,-118.28
324000.00,4.06,44.00,2728.00,585.00,1227.00,567.00,34.10,-118.28
304600.00,4.71,50.00,2113.00,398.00,793.00,418.00,34.10,-118.27
210900.00,3.10,49.00,1767.00,467.00,1066.00,438.00,34.10,-118.28
200000.00,2.34,48.00,805.00,246.00,633.00,235.00,34.10,-118.28
217300.00,2.79,49.00,2843.00,880.00,2004.00,796.00,34.10,-118.28
344800.00,4.17,48.00,1527.00,295.00,589.00,286.00,34.09,-118.27
268800.00,3.97,52.00,3225.00,763.00,1559.00,710.00,34.09,-118.27
196500.00,2.33,52.00,2273.00,663.00,1480.00,597.00,34.09,-118.28
252300.00,3.78,52.00,2327.00,555.00,1048.00,491.00,34.09,-118.27
278800.00,3.64,51.00,1532.00,366.00,669.00,333.00,34.09,-118.26
241400.00,3.84,36.00,3503.00,833.00,2652.00,788.00,34.09,-118.26
230800.00,4.63,52.00,1079.00,222.00,439.00,201.00,34.09,-118.27
225000.00,2.97,44.00,3646.00,912.00,1783.00,861.00,34.09,-118.27
166700.00,2.38,52.00,984.00,276.00,994.00,260.00,34.08,-118.26
203300.00,2.44,41.00,1396.00,360.00,1069.00,363.00,34.08,-118.26
187500.00,3.50,46.00,945.00,250.00,910.00,252.00,34.08,-118.26
198800.00,2.39,35.00,1147.00,365.00,1016.00,296.00,34.08,-118.27
170500.00,2.02,36.00,2306.00,813.00,2823.00,765.00,34.07,-118.26
187500.00,2.63,28.00,579.00,184.00,673.00,202.00,34.07,-118.26
160000.00,1.70,27.00,1190.00,518.00,1795.00,422.00,34.07,-118.27
157500.00,2.55,38.00,2265.00,801.00,2899.00,792.00,34.08,-118.27
184300.00,2.72,46.00,3007.00,854.00,2587.00,814.00,34.08,-118.27
200000.00,2.94,42.00,997.00,374.00,982.00,372.00,34.08,-118.28
203100.00,2.62,52.00,2465.00,773.00,2328.00,746.00,34.08,-118.28
185000.00,3.24,43.00,962.00,253.00,658.00,244.00,34.08,-118.27
170800.00,1.87,38.00,1270.00,556.00,1692.00,450.00,34.07,-118.27
182000.00,3.16,42.00,1618.00,522.00,1454.00,440.00,34.08,-118.28
228800.00,2.44,52.00,1739.00,464.00,938.00,482.00,34.09,-118.28
213500.00,2.88,39.00,3162.00,896.00,1934.00,818.00,34.08,-118.28
169100.00,2.74,40.00,1630.00,543.00,1568.00,510.00,34.08,-118.28
219200.00,2.47,49.00,3828.00,1197.00,2862.00,1009.00,34.09,-118.28
156300.00,1.97,35.00,1335.00,440.00,1586.00,445.00,34.07,-118.23
143800.00,3.19,40.00,506.00,119.00,397.00,114.00,34.07,-118.23
187500.00,4.98,52.00,109.00,20.00,86.00,24.00,34.08,-118.24
137500.00,4.03,52.00,137.00,26.00,65.00,24.00,34.08,-118.24
136100.00,2.64,47.00,859.00,239.00,913.00,234.00,34.09,-118.23
150000.00,2.69,49.00,1638.00,456.00,1500.00,430.00,34.09,-118.23
155500.00,2.61,45.00,1747.00,484.00,1680.00,441.00,34.09,-118.23
210000.00,3.56,52.00,2050.00,429.00,957.00,418.00,34.09,-118.25
241700.00,3.75,52.00,104.00,20.00,32.00,17.00,34.09,-118.25
200000.00,2.11,44.00,1425.00,438.00,1121.00,374.00,34.08,-118.25
169200.00,2.61,47.00,2133.00,689.00,2104.00,662.00,34.08,-118.25
174300.00,2.63,43.00,1903.00,635.00,1919.00,613.00,34.09,-118.25
189400.00,2.94,52.00,1866.00,470.00,1211.00,417.00,34.09,-118.25
166700.00,1.79,50.00,1791.00,660.00,2183.00,675.00,34.08,-118.26
167800.00,2.54,45.00,2174.00,627.00,1992.00,557.00,34.08,-118.26
189800.00,3.19,52.00,3142.00,765.00,1728.00,682.00,34.09,-118.25
179200.00,1.92,45.00,2225.00,827.00,2699.00,792.00,34.08,-118.26
181700.00,2.40,46.00,2341.00,703.00,2371.00,648.00,34.07,-118.26
232100.00,2.76,52.00,830.00,200.00,701.00,189.00,34.07,-118.26
217900.00,1.90,47.00,2059.00,618.00,2033.00,544.00,34.07,-118.25
175000.00,2.00,43.00,764.00,322.00,1275.00,306.00,34.07,-118.25
225000.00,1.55,20.00,41.00,17.00,87.00,25.00,34.06,-118.25
137500.00,1.61,27.00,223.00,80.00,249.00,82.00,34.07,-118.24
192500.00,2.25,18.00,4297.00,1420.00,4332.00,1286.00,34.07,-118.25
133300.00,2.39,16.00,719.00,225.00,801.00,218.00,34.07,-118.25
150000.00,1.88,40.00,1081.00,282.00,970.00,263.00,34.09,-118.22
154200.00,1.82,31.00,394.00,117.00,573.00,131.00,34.08,-118.22
152100.00,1.97,34.00,1709.00,562.00,2105.00,503.00,34.08,-118.22
115500.00,2.34,38.00,1241.00,298.00,1055.00,263.00,34.08,-118.19
114000.00,2.44,49.00,1320.00,309.00,1405.00,328.00,34.08,-118.20
139600.00,1.99,21.00,1353.00,380.00,1688.00,367.00,34.07,-118.20
159600.00,2.27,34.00,1765.00,551.00,2203.00,500.00,34.07,-118.20
133900.00,2.29,39.00,986.00,361.00,1347.00,299.00,34.08,-118.21
173200.00,1.95,26.00,2574.00,807.00,3163.00,802.00,34.08,-118.21
138200.00,2.53,39.00,1594.00,430.00,1668.00,378.00,34.09,-118.20
126000.00,2.22,41.00,1807.00,429.00,1699.00,424.00,34.08,-118.20
213000.00,4.24,39.00,2054.00,423.00,1205.00,403.00,34.10,-118.19
153000.00,2.68,52.00,3672.00,808.00,3062.00,764.00,34.08,-118.21
138500.00,1.61,39.00,1287.00,353.00,1171.00,345.00,34.09,-118.21
144200.00,2.46,39.00,1561.00,445.00,1780.00,391.00,34.09,-118.21
159200.00,1.99,37.00,1822.00,498.00,1961.00,506.00,34.09,-118.21
145800.00,2.01,35.00,1504.00,477.00,2059.00,498.00,34.07,-118.22
158300.00,1.75,36.00,839.00,250.00,1079.00,245.00,34.07,-118.22
160200.00,2.13,31.00,1077.00,300.00,1198.00,274.00,34.07,-118.21
167200.00,2.41,52.00,1770.00,435.00,1848.00,439.00,34.07,-118.21
191700.00,1.73,47.00,1346.00,383.00,1452.00,371.00,34.07,-118.21
153100.00,2.39,31.00,1453.00,404.00,1486.00,389.00,34.07,-118.21
168800.00,1.94,42.00,902.00,318.00,1312.00,323.00,34.07,-118.21
147500.00,1.88,29.00,1478.00,413.00,1580.00,394.00,34.06,-118.21
170800.00,2.17,36.00,3334.00,920.00,2881.00,800.00,34.09,-118.16
142500.00,3.11,48.00,2514.00,595.00,2484.00,601.00,34.10,-118.17
145800.00,1.31,37.00,299.00,89.00,318.00,92.00,34.10,-118.17
153800.00,3.40,45.00,1327.00,271.00,1069.00,284.00,34.09,-118.17
148800.00,2.62,40.00,2744.00,708.00,2747.00,674.00,34.09,-118.18
184900.00,3.38,44.00,1688.00,426.00,1605.00,384.00,34.09,-118.18
144200.00,1.97,41.00,2090.00,530.00,2043.00,537.00,34.09,-118.19
200400.00,4.88,10.00,1907.00,398.00,921.00,369.00,34.10,-118.18
166700.00,4.97,10.00,1940.00,445.00,763.00,412.00,34.10,-118.18
153100.00,4.79,7.00,2529.00,689.00,1215.00,577.00,34.10,-118.18
230900.00,4.92,8.00,1116.00,267.00,435.00,235.00,34.10,-118.18
129300.00,2.92,35.00,2226.00,602.00,2230.00,549.00,34.08,-118.18
139500.00,1.90,35.00,1554.00,381.00,1487.00,374.00,34.08,-118.19
166300.00,3.02,38.00,2965.00,665.00,2128.00,650.00,34.07,-118.19
169600.00,3.38,42.00,1555.00,337.00,1152.00,348.00,34.07,-118.19
163100.00,2.51,44.00,1734.00,364.00,1133.00,351.00,34.06,-118.19
175000.00,2.38,33.00,1515.00,415.00,1345.00,346.00,34.09,-118.16
162100.00,3.14,50.00,1568.00,302.00,1093.00,333.00,34.09,-118.16
156500.00,2.55,36.00,3066.00,797.00,3097.00,780.00,34.09,-118.17
146600.00,2.23,33.00,2907.00,797.00,3212.00,793.00,34.09,-118.17
135500.00,2.99,31.00,1318.00,311.00,1164.00,289.00,34.08,-118.18
151900.00,2.33,33.00,1369.00,408.00,1475.00,377.00,34.08,-118.18
144600.00,3.20,43.00,1523.00,378.00,1338.00,352.00,34.08,-118.16
158500.00,3.23,39.00,787.00,181.00,731.00,179.00,34.08,-118.17
147500.00,3.38,33.00,851.00,231.00,936.00,228.00,34.08,-118.17
156000.00,2.68,28.00,2616.00,630.00,2218.00,621.00,34.07,-118.18
150000.00,3.50,19.00,2150.00,544.00,1510.00,467.00,34.07,-118.17
135700.00,3.58,41.00,247.00,55.00,925.00,50.00,34.07,-118.16
148500.00,3.88,37.00,1155.00,225.00,814.00,241.00,34.07,-118.17
148600.00,2.61,27.00,2025.00,565.00,2189.00,577.00,34.06,-118.18
137500.00,1.98,32.00,555.00,159.00,748.00,163.00,34.06,-118.19
93800.00,1.19,47.00,2324.00,658.00,3020.00,594.00,34.06,-118.19
112500.00,2.30,46.00,453.00,119.00,533.00,132.00,34.06,-118.20
111800.00,2.11,40.00,1181.00,335.00,1441.00,337.00,34.06,-118.20
137500.00,2.49,8.00,762.00,204.00,728.00,174.00,34.05,-118.20
133600.00,1.67,46.00,1051.00,302.00,1435.00,305.00,34.05,-118.19
142800.00,2.09,36.00,2672.00,675.00,2883.00,674.00,34.05,-118.20
125000.00,3.21,37.00,349.00,79.00,276.00,64.00,34.05,-118.19
109400.00,2.10,46.00,321.00,101.00,401.00,86.00,34.06,-118.20
156800.00,2.36,30.00,511.00,153.00,1152.00,149.00,34.06,-118.21
112500.00,10.23,52.00,48.00,6.00,41.00,10.00,34.06,-118.22
137500.00,1.07,36.00,1243.00,470.00,1668.00,444.00,34.05,-118.22
109100.00,2.10,52.00,470.00,115.00,434.00,123.00,34.06,-118.21
153100.00,2.23,34.00,1083.00,364.00,1132.00,338.00,34.06,-118.22
155000.00,3.17,34.00,1113.00,313.00,928.00,290.00,34.05,-118.22
157100.00,1.61,41.00,1422.00,478.00,1640.00,434.00,34.05,-118.22
129200.00,1.38,26.00,745.00,258.00,694.00,236.00,34.05,-118.21
131900.00,2.52,28.00,1079.00,306.00,1358.00,285.00,34.05,-118.21
136400.00,1.93,28.00,950.00,357.00,1485.00,345.00,34.05,-118.21
144000.00,2.12,45.00,2146.00,607.00,2868.00,625.00,34.05,-118.21
141700.00,1.96,43.00,1165.00,317.00,1279.00,303.00,34.05,-118.20
121900.00,1.92,40.00,1146.00,323.00,1354.00,321.00,34.05,-118.20
117200.00,1.71,40.00,1082.00,318.00,1085.00,273.00,34.05,-118.20
147200.00,2.02,42.00,1703.00,586.00,2490.00,581.00,34.05,-118.20
150000.00,2.63,41.00,1268.00,398.00,1887.00,407.00,34.05,-118.20
127900.00,2.77,43.00,977.00,266.00,1084.00,259.00,34.05,-118.19
124300.00,2.11,41.00,1098.00,264.00,1178.00,245.00,34.05,-118.19
121800.00,2.29,50.00,1407.00,401.00,1526.00,385.00,34.05,-118.20
134900.00,2.18,45.00,963.00,234.00,1194.00,239.00,34.04,-118.19
150000.00,1.97,40.00,1095.00,305.00,1322.00,281.00,34.04,-118.19
136700.00,2.11,52.00,1053.00,246.00,1036.00,249.00,34.03,-118.19
142600.00,3.26,50.00,1183.00,246.00,851.00,231.00,34.03,-118.19
136300.00,2.07,52.00,1249.00,307.00,1223.00,297.00,34.04,-118.20
127600.00,3.76,47.00,1894.00,408.00,1629.00,379.00,34.04,-118.20
122800.00,2.37,52.00,1754.00,452.00,1849.00,445.00,34.03,-118.20
143800.00,1.82,44.00,1399.00,386.00,1419.00,373.00,34.04,-118.20
147200.00,2.18,36.00,1625.00,490.00,2003.00,478.00,34.04,-118.20
125000.00,1.69,44.00,1582.00,544.00,1998.00,515.00,34.04,-118.20
135400.00,1.03,18.00,796.00,227.00,547.00,218.00,34.04,-118.20
135300.00,2.19,36.00,1825.00,479.00,2097.00,480.00,34.04,-118.21
165000.00,2.25,37.00,845.00,249.00,881.00,252.00,34.04,-118.21
148400.00,2.80,47.00,1325.00,393.00,1557.00,352.00,34.04,-118.21
151600.00,1.63,28.00,1841.00,809.00,3199.00,727.00,34.05,-118.21
155000.00,2.19,52.00,846.00,271.00,1153.00,281.00,34.04,-118.21
139300.00,1.94,43.00,1153.00,411.00,1667.00,409.00,34.05,-118.22
114300.00,2.55,47.00,722.00,235.00,930.00,226.00,34.05,-118.21
141700.00,1.42,43.00,798.00,308.00,1417.00,325.00,34.04,-118.22
115600.00,1.20,44.00,1105.00,346.00,1598.00,372.00,34.05,-118.22
115000.00,1.52,43.00,2343.00,803.00,2468.00,707.00,34.04,-118.22
152500.00,1.94,43.00,1502.00,477.00,1844.00,477.00,34.04,-118.21
139600.00,2.28,47.00,1306.00,391.00,1499.00,346.00,34.04,-118.21
139600.00,1.81,45.00,554.00,214.00,888.00,218.00,34.03,-118.22
141800.00,2.66,45.00,1860.00,472.00,1893.00,456.00,34.03,-118.21
141100.00,2.53,44.00,1550.00,407.00,1718.00,403.00,34.03,-118.21
146300.00,2.21,52.00,497.00,132.00,547.00,121.00,34.03,-118.21
145000.00,2.27,47.00,876.00,228.00,872.00,231.00,34.03,-118.21
135200.00,1.93,41.00,1292.00,334.00,1150.00,322.00,34.03,-118.20
146000.00,2.75,49.00,1098.00,317.00,1411.00,301.00,34.02,-118.20
135200.00,2.35,52.00,774.00,209.00,813.00,203.00,34.03,-118.20
140800.00,2.73,37.00,1583.00,392.00,1776.00,377.00,34.03,-118.20
140600.00,1.41,52.00,583.00,157.00,730.00,174.00,34.03,-118.20
129700.00,2.69,45.00,792.00,203.00,872.00,188.00,34.02,-118.21
144800.00,2.36,44.00,2702.00,770.00,3260.00,721.00,34.02,-118.19
130700.00,2.39,48.00,2230.00,593.00,2419.00,598.00,34.02,-118.20
175000.00,1.63,26.00,36.00,9.00,35.00,9.00,34.02,-118.20
126600.00,3.75,42.00,498.00,120.00,548.00,119.00,34.02,-118.20
67500.00,7.58,52.00,22.00,7.00,55.00,7.00,34.02,-118.21
133300.00,1.36,43.00,1811.00,513.00,2123.00,487.00,34.02,-118.21
225000.00,2.53,52.00,346.00,270.00,346.00,251.00,34.05,-118.23
181300.00,0.83,13.00,1703.00,697.00,1823.00,669.00,34.05,-118.24
112500.00,1.08,52.00,116.00,107.00,171.00,92.00,34.04,-118.24
350000.00,1.20,33.00,390.00,199.00,435.00,193.00,34.06,-118.24
87500.00,1.02,8.00,1204.00,552.00,1074.00,517.00,34.06,-118.24
162500.00,1.74,19.00,2870.00,1021.00,3325.00,978.00,34.06,-118.24
350000.00,0.68,52.00,2806.00,1944.00,2232.00,1605.00,34.05,-118.25
275000.00,0.81,8.00,3105.00,1256.00,1086.00,997.00,34.05,-118.25
287500.00,5.31,12.00,4011.00,1438.00,1673.00,1088.00,34.06,-118.25
500001.00,4.10,52.00,58.00,52.00,41.00,27.00,34.05,-118.26
162500.00,2.46,6.00,1529.00,566.00,1051.00,473.00,34.04,-118.26
312500.00,1.78,52.00,174.00,66.00,249.00,57.00,34.06,-118.25
175000.00,1.49,15.00,326.00,123.00,490.00,105.00,34.06,-118.26
131300.00,1.86,40.00,637.00,273.00,1150.00,263.00,34.06,-118.26
185900.00,1.84,52.00,1802.00,613.00,2382.00,587.00,34.07,-118.26
165600.00,2.26,40.00,680.00,273.00,995.00,249.00,34.07,-118.26
187500.00,2.52,30.00,929.00,238.00,763.00,214.00,34.07,-118.26
225000.00,2.35,38.00,715.00,282.00,1174.00,300.00,34.06,-118.26
87500.00,1.59,42.00,2541.00,1282.00,3974.00,1189.00,34.06,-118.26
213300.00,2.34,42.00,1175.00,428.00,1593.00,407.00,34.07,-118.27
154200.00,1.59,30.00,1771.00,788.00,2188.00,764.00,34.06,-118.27
152100.00,2.34,34.00,786.00,341.00,1239.00,320.00,34.07,-118.27
152500.00,2.11,32.00,1657.00,579.00,2071.00,598.00,34.07,-118.27
208300.00,1.98,33.00,1416.00,686.00,2013.00,614.00,34.06,-118.27
183300.00,2.40,33.00,1177.00,468.00,1533.00,430.00,34.07,-118.27
207100.00,1.92,41.00,1072.00,331.00,1111.00,314.00,34.07,-118.28
216700.00,2.46,24.00,3247.00,1281.00,2642.00,1182.00,34.07,-118.28
265900.00,2.26,14.00,1924.00,926.00,2226.00,792.00,34.07,-118.28
190000.00,2.36,32.00,1777.00,536.00,1684.00,489.00,34.07,-118.28
177500.00,2.02,25.00,7522.00,3179.00,7221.00,2902.00,34.07,-118.28
400000.00,1.16,14.00,1787.00,853.00,2251.00,763.00,34.06,-118.28
175000.00,1.72,17.00,2518.00,1196.00,3051.00,1000.00,34.06,-118.28
137500.00,1.13,17.00,2124.00,1168.00,3915.00,1137.00,34.06,-118.27
112500.00,1.32,25.00,1714.00,1176.00,3723.00,1036.00,34.06,-118.27
187500.00,1.49,45.00,564.00,353.00,1172.00,319.00,34.06,-118.27
275000.00,1.49,26.00,513.00,338.00,1204.00,321.00,34.06,-118.27
110000.00,1.72,33.00,1950.00,1047.00,3707.00,1012.00,34.06,-118.26
137500.00,2.76,37.00,350.00,245.00,1122.00,248.00,34.05,-118.27
275000.00,0.96,52.00,1292.00,864.00,2081.00,724.00,34.05,-118.27
225000.00,1.62,52.00,1261.00,616.00,2309.00,581.00,34.06,-118.28
187500.00,1.11,52.00,936.00,454.00,990.00,354.00,34.06,-118.28
162500.00,1.23,42.00,2472.00,1368.00,3795.00,1179.00,34.06,-118.28
325000.00,1.79,25.00,1316.00,836.00,2796.00,784.00,34.05,-118.27
225000.00,1.57,26.00,1164.00,674.00,1685.00,541.00,34.05,-118.27
275000.00,1.46,28.00,1306.00,637.00,2079.00,598.00,34.05,-118.28
162500.00,1.64,31.00,1525.00,730.00,2510.00,652.00,34.05,-118.28
158900.00,1.44,41.00,1788.00,774.00,2931.00,702.00,34.05,-118.28
162500.00,1.30,41.00,1075.00,597.00,2260.00,614.00,34.05,-118.28
212500.00,1.48,44.00,968.00,384.00,1805.00,375.00,34.05,-118.28
112500.00,1.32,47.00,661.00,359.00,1406.00,307.00,34.05,-118.27
118100.00,1.70,13.00,1784.00,730.00,2158.00,682.00,34.04,-118.27
225000.00,1.83,24.00,323.00,214.00,751.00,189.00,34.05,-118.27
275000.00,1.20,12.00,535.00,328.00,1194.00,365.00,34.05,-118.27
500001.00,8.81,52.00,2156.00,306.00,861.00,311.00,34.07,-118.32
500001.00,15.00,52.00,1841.00,240.00,693.00,218.00,34.06,-118.33
500001.00,15.00,52.00,2248.00,255.00,813.00,265.00,34.07,-118.33
500001.00,15.00,52.00,1482.00,171.00,531.00,161.00,34.07,-118.33
500001.00,7.46,52.00,2089.00,309.00,883.00,281.00,34.06,-118.34
432800.00,3.48,52.00,1311.00,310.00,707.00,290.00,34.06,-118.34
316700.00,1.68,49.00,649.00,315.00,987.00,329.00,34.08,-118.29
290600.00,2.54,19.00,3013.00,1118.00,2465.00,1008.00,34.07,-118.29
141700.00,2.02,9.00,1554.00,815.00,1704.00,761.00,34.06,-118.29
300000.00,1.64,22.00,492.00,269.00,634.00,261.00,34.07,-118.29
253100.00,2.36,26.00,2302.00,1124.00,2660.00,1004.00,34.07,-118.29
300000.00,1.93,43.00,3056.00,1345.00,3920.00,1304.00,34.08,-118.29
230600.00,2.43,31.00,1489.00,664.00,1793.00,556.00,34.07,-118.30
237500.00,1.82,46.00,5677.00,2610.00,7443.00,2406.00,34.07,-118.30
282300.00,2.34,26.00,2107.00,757.00,2660.00,740.00,34.07,-118.30
281700.00,3.42,36.00,2657.00,738.00,2274.00,723.00,34.07,-118.30
305600.00,2.24,28.00,2362.00,949.00,2759.00,894.00,34.07,-118.31
350900.00,2.62,49.00,2549.00,630.00,1539.00,594.00,34.08,-118.31
445000.00,2.27,40.00,2657.00,794.00,2149.00,749.00,34.07,-118.31
500001.00,11.22,52.00,2980.00,366.00,967.00,359.00,34.07,-118.32
450000.00,0.88,36.00,369.00,147.00,145.00,136.00,34.06,-118.31
500001.00,5.74,52.00,983.00,246.00,578.00,204.00,34.06,-118.32
404500.00,3.59,25.00,2740.00,707.00,1420.00,664.00,34.07,-118.32
500001.00,15.00,52.00,955.00,100.00,457.00,120.00,34.06,-118.32
166700.00,2.31,26.00,5062.00,2055.00,4533.00,1822.00,34.07,-118.31
412500.00,1.70,30.00,3110.00,1269.00,2535.00,1218.00,34.06,-118.31
175000.00,2.27,18.00,3759.00,1621.00,3296.00,1462.00,34.07,-118.30
500001.00,2.37,20.00,3264.00,1248.00,2919.00,1191.00,34.07,-118.31
75000.00,2.21,20.00,1782.00,896.00,1749.00,823.00,34.06,-118.30
325000.00,1.90,34.00,2470.00,1197.00,2326.00,1055.00,34.06,-118.31
112500.00,1.74,24.00,4021.00,1707.00,3727.00,1529.00,34.07,-118.29
300000.00,1.88,28.00,5221.00,2530.00,5840.00,2374.00,34.07,-118.30
150000.00,1.70,43.00,1366.00,740.00,942.00,672.00,34.06,-118.30
70000.00,1.56,42.00,3894.00,2293.00,6846.00,2156.00,34.06,-118.29
187500.00,1.60,27.00,2456.00,1111.00,4137.00,1104.00,34.06,-118.29
350000.00,2.16,46.00,1759.00,1012.00,2716.00,877.00,34.06,-118.29
137500.00,1.47,47.00,1390.00,872.00,2860.00,827.00,34.06,-118.30
233300.00,1.93,23.00,2040.00,778.00,2235.00,697.00,34.06,-118.29
270000.00,2.03,33.00,2437.00,1283.00,3906.00,1084.00,34.06,-118.30
475000.00,1.82,21.00,3960.00,1490.00,3468.00,1335.00,34.06,-118.30
